316,"[""java"",""maven"",""compilation"",""xtend""]",27499021,1,20983094,RCS,false,19,0,0,1733893316,1733893316,79270511,Does the number of resources affect compile time with the Xtend Maven plugin?,"<p>I am using the Xtend Maven plugin for a large project, and over time, I’ve noticed a gradual increase in compile time during the build process. One key observation is that the resource count in the xtend-gen directory has exceeded 10,000 files.</p>
<p>My questions are:</p>
<ol>
<li><p>Does the number of resources (Xtend or generated Java files) significantly affect the compile time when using the Xtend Maven plugin?</p>
</li>
<li><p>Is there any known dependency between resource count and compile performance in Xtend?</p>
</li>
<li><p>What strategies can be implemented to optimize the compilation process for projects with a high resource count?</p>
</li>
<li><p>Are there specific configurations in the Xtend Maven plugin to limit or manage the impact of large resource counts?</p>
</li>
</ol>
<p>Additional Details:</p>
<ul>
<li>Build environment: Maven 3.1, Java 8, Xtend Maven Plugin version 2.28.0.</li>
<li>Observed behavior: Compile time increases by 1–2 minutes daily, likely due to growing resource count.</li>
</ul>
<p>Try reducing the resource count by 50 classes, the build time was significantly reduced from 7 hours to 40 minutes.</p>
"
317,"[""java"",""netty"",""project-reactor"",""reactor-netty""]",38336372,11,28721346,user28721346,false,12,0,1,1733890941,1733890941,79270464,Setting maxConnections for TcpClient in reactor netty application,"<p>I am using reactor-netty library from Projectreactor to create an a TCP client application. I am using below simple code snippets which are provided at official <a href=""https://projectreactor.io/docs/netty/release/reference/tcp-client.html#connection-pool"" rel=""nofollow noreferrer"">docuemntation</a></p>
<p>When I run the app using same configuration it never creates more than 1 channel/socket even after increasing number of requests per second to 100.
I am very new to reactor-netty and wanted to check if I am missing anything here. Any help is appreciated, thanks</p>
<p>This is the code snippet I tried. obviously host and port are different.</p>
<pre><code>import reactor.netty.Connection;
import reactor.netty.resources.ConnectionProvider;
import reactor.netty.tcp.TcpClient;
import java.time.Duration;

public class Application {

    public static void main(String[] args) {
        ConnectionProvider provider =
                ConnectionProvider.builder(&quot;fixed&quot;)
                                  .maxConnections(50)
                                  .pendingAcquireTimeout(Duration.ofSeconds(60)) (1)
                                  .build();

        Connection connection =
                TcpClient.create(provider)
                         .host(&quot;example.com&quot;)
                         .port(80)
                         .connectNow();

        connection.onDispose()
                  .block();
    }
}
</code></pre>
"
318,"[""java"",""maven"",""tomcat"",""intellij-idea""]",3492337,163,2921668,yesuagg,false,16217,5,7,1733889800,1419603957,27658343,Server is not connected. Deploy is not available. IntelliJ 13 and Tomcat 7,"<p>Trying to run my app with IntelliJ 13 and Apache tomcat 7.0.42. JDK1.6</p>

<p>Always getting the error <strong>Artifact app:war exploded: Server is not connected. Deploy is not available.</strong></p>

<p>But when I deploy through terminal with <strong>catalina.sh start</strong> it works perfectly fine.</p>

<p>I referred this link for setup: <a href=""http://confluence.jetbrains.com/display/IntelliJIDEA/Application+Servers"" rel=""noreferrer"">http://confluence.jetbrains.com/display/IntelliJIDEA/Application+Servers</a></p>

<p>Any idea what am I missing?</p>

<p>Here is the Tomcat Catalina log:</p>

<pre><code>Dec 29, 2014 11:43:29 AM org.apache.catalina.core.AprLifecycleListener init
INFO: The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: .:/Library/Java/Extensions:/System/Library/Java/Extensions:/usr/lib/java
Dec 29, 2014 11:43:29 AM org.apache.coyote.AbstractProtocol init
INFO: Initializing ProtocolHandler [""http-bio-8080""]
Dec 29, 2014 11:43:29 AM org.apache.coyote.AbstractProtocol init
INFO: Initializing ProtocolHandler [""ajp-bio-8009""]
Dec 29, 2014 11:43:29 AM org.apache.catalina.startup.Catalina load
INFO: Initialization processed in 614 ms
Dec 29, 2014 11:43:29 AM org.apache.catalina.core.StandardService startInternal
INFO: Starting service Catalina
Dec 29, 2014 11:43:29 AM org.apache.catalina.core.StandardEngine startInternal
INFO: Starting Servlet Engine: Apache Tomcat/7.0.42
Dec 29, 2014 11:43:29 AM org.apache.coyote.AbstractProtocol start
INFO: Starting ProtocolHandler [""http-bio-8080""]
Dec 29, 2014 11:43:29 AM org.apache.coyote.AbstractProtocol start
INFO: Starting ProtocolHandler [""ajp-bio-8009""]
Dec 29, 2014 11:43:29 AM org.apache.catalina.startup.Catalina start
INFO: Server startup in 44 ms
Dec 29, 2014 11:43:39 AM org.apache.catalina.startup.HostConfig deployDirectory
INFO: Deploying web application directory /Users/yesuagg/apache-tomcat-7.0.42/webapps/manager
</code></pre>

<p>Exception in Event log</p>

<pre><code>4:58:40 PM Compilation completed successfully with 104 warnings in 6 sec
4:58:42 PM Application Server was not connected before run configuration stop, reason:
       java.io.IOException: Failed to retrieve RMIServer stub: javax.naming.ServiceUnavailableException [Root exception is java.rmi.ConnectException: Connection refused to host: localhost; nested exception is: 
       java.net.ConnectException: Connection refused]
</code></pre>
"
319,"[""java"",""maven"",""microbenchmark"",""jmh""]",28583692,13,21884343,onekram,false,12,0,0,1733889003,1733889003,79270426,ERROR: Unable to find the resource: /META-INF/BenchmarkList while run mvn test,"<p>I Write a benchmark tests and put in src/test folder. Code:</p>
<pre class=""lang-java prettyprint-override""><code>public class BenchMarkTest {
    @State(Scope.Benchmark)
    public static class BenchmarkState {
        ...
    }

    @Benchmark
    public void singleThread(BenchmarkState state) {
        ...
    }

    @Benchmark
    public void executorService(BenchmarkState state) {
        ...
    }

    @Benchmark
    public void forkJointPool(BenchmarkState state) {
        ...
    }

    @Test
    public void launchBenchmark() throws Exception {
        Options opt = new OptionsBuilder()
            .include(this.getClass().getName() + &quot;.*&quot;)
            .mode(Mode.AverageTime)
            .timeUnit(TimeUnit.MICROSECONDS)
            .warmupTime(TimeValue.seconds(1))
            .warmupIterations(1)
            .measurementTime(TimeValue.seconds(1))
            .measurementIterations(1)
            .threads(3)
            .forks(1)
            .shouldFailOnError(true)
            .build();

        new Runner(opt).run();
    }
}
</code></pre>
<p>So it runs normally when I call launchBenchmark via Intellij IDEA Run Configuration.
But it fails when I try to run &quot;mvn test&quot; after &quot;mvn clean&quot; with error:
ERROR: Unable to find the resource: /META-INF/BenchmarkList</p>
"
320,"[""java"",""spring"",""selenium"",""selenium-webdriver""]",1231269,163,1195806,disco.dan.silver,true,825,3,2,1733884595,1655388608,72647286,Spring causing WebDriver to &#39;quit()&#39; after each test,"<p>I'm trying to get a Spring Boot Selenium app to work. I can get one test to run successfully, but when I run more than one test, the second test complains with:</p>
<blockquote>
<p>Session ID is null. Using WebDriver after calling quit()?</p>
</blockquote>
<p>After looking through the source code and putting in breakpoints, it looks like Spring is calling the <code>quit()</code> method for <code>WebDriver</code> after the first test.</p>
<p>How do I get it to not quit after each test? I've thought about just not using dependency injection for the page classes.</p>
<p>Here is my test class:</p>
<pre><code>@SpringBootTest
public class LoginTest {

  @Autowired LoginPage loginPage;

  @Test
  public void shouldLogin() {
    loginPage.login();
  }

  @Test
  public void shouldLoginToAdminPage() {
    loginPage.adminLogin();
  }
}
</code></pre>
<p>My <code>LoginPage</code>:</p>
<pre><code>@Component
public class LoginPage extends BasePage {

  @FindBy(how = How.XPATH, using = &quot;//gat-input[@formcontrolname = 'userName']//input&quot;)
  private WebElement txtUserName;

  @FindBy(how = How.XPATH, using = &quot;//gat-input[@formcontrolname='password']//input&quot;)
  private WebElement txtPassword;

  @FindBy(how = How.XPATH, using = &quot;//gat-button[@label='Login']/button&quot;)
  private WebElement btnLogin;

  protected void login(String username, String password) {
    loadPage();
    sendKeysWhenReady(txtUserName, username);
    sendKeysWhenReady(txtPassword, password);
    clickWhenReady(btnLogin);
  }

  public void adminLogin() {
    login(properties.getAdminUsername(), properties.getAdminPassword());
  }

  public void login() {
    login(properties.getRegularUsername(), properties.getRegularPassword());
  }

  @Override
  public void verifyPageLoaded() {
    waitTillElementIsReady(btnLogin, 5);
  }

  @Override
  protected String getPath() {
    return &quot;/login&quot;;
  }
}
</code></pre>
<p>The <code>BasePage</code>:</p>
<pre><code>public abstract class BasePage {

  @Autowired private WebDriver driver;
  @Autowired protected Properties properties;

  @PostConstruct
  public void initDriver() {
    driver.manage().timeouts().pageLoadTimeout(5, TimeUnit.SECONDS);
    PageFactory.initElements(driver, this);
  }

  public void loadPage() {
    getDriver().get(getUrl());
    verifyPageLoaded();
  }

  public String getUrl() {
    return properties.getBaseUrl().concat(getPath());
  }

  // example &quot;/login&quot;
  protected abstract String getPath();

  public abstract void verifyPageLoaded();

  public WebDriver getDriver() {
    return driver;
  }

  protected void waitTillElementIsReady(WebElement webElement, int seconds) {
    WebDriverWait wait = new WebDriverWait(driver, seconds);
    wait.until(ExpectedConditions.visibilityOf(webElement));
  }

  protected void sendKeysWhenReady(WebElement webElement, String keys) {
    waitTillElementIsReady(webElement, 5);
    webElement.sendKeys(keys);
  }

  protected void clickWhenReady(WebElement webElement) {
    waitTillElementIsReady(webElement, 3);
    webElement.click();
  }
}
</code></pre>
<p>The Config class:</p>
<pre><code>public class WebDriverLibrary {
  @Bean
  public WebDriver getChromeDriver() {
    WebDriverManager.chromedriver().setup();
    return new ChromeDriver();
  }
}
</code></pre>
<p>And my dependencies:</p>
<pre><code>dependencies {
    implementation 'org.springframework.boot:spring-boot-starter'
    implementation 'org.seleniumhq.selenium:selenium-java:4.2.1'
    implementation 'io.github.bonigarcia:webdrivermanager:5.2.0'
    implementation 'org.projectlombok:lombok'
    annotationProcessor 'org.projectlombok:lombok'
    annotationProcessor &quot;org.springframework.boot:spring-boot-configuration-processor&quot;
    testImplementation 'org.springframework.boot:spring-boot-starter-test'
    testImplementation 'org.testng:testng:7.6.0'
    testImplementation 'org.testcontainers:junit-jupiter:1.17.2'
    testImplementation 'org.testcontainers:selenium:1.17.2'
}
</code></pre>
"
321,"[""java"",""spring"",""spring-boot""]",,,,user1264931,false,8526,4,4,1733882650,1539784549,52856647,How to specify default media type for endpoints in a Spring Boot service,"<p>I am building a Spring Boot service with several endpoints. My service needs to support both <code>json</code> and <code>xml</code> output. Most endpoints will be <code>json</code> only and some will be <code>xml</code> only. I can specify the content type a specific endpoint accepts or returns with annotation <code>@RequestMapping</code>. For example:</p>

<pre><code>@RequestMapping(method = RequestMethod.POST,
                consumes = {MediaType.APPLICATION_XML_VALUE},
                produces = {MediaType.APPLICATION_XML_VALUE})
</code></pre>

<p>However, since most my application's endpoints will be <code>json</code> only, I wanted to avoid having to write</p>

<pre><code>consumes = {MediaType.APPLICATION_JSON_VALUE},
produces = {MediaType.APPLICATION_JSON_VALUE}
</code></pre>

<p>in all of them. Is there a way to make a method annotated with <code>@RequestMapping</code> have a default <code>consumes</code> and <code>produces</code> media type? Whenever I need something different from the default I can specify it.</p>

<p>I have tried setting up content negotiation but it doesn't apply to this. I think that I might be able to do it via content negotiation with a custom <code>ContentNegotiationStrategy</code> but I would need that code to be able to read the annotations of the handler for that request (the specific method annotated with <code>@RequestMapping</code>) and the code only gets a <code>NativeWebRequest</code>.</p>

<p>Is there a global Spring configuration for achieving this?</p>

<p>EDIT:
Setting content negotiation with</p>

<pre><code>@Configuration
@EnableWebMvc
class ContentNegotiationConfiguration extends WebMvcConfigurerAdapter {
    @Override
    public void configureContentNegotiation(ContentNegotiationConfigurer configurer) {
        configurer.favorParameter(false)
                  .favorPathExtension(true)
                  .ignoreAcceptHeader(true)
                  .ignoreUnknownPathExtensions(false)
                  .useJaf(false)
                  .defaultContentType(MediaType.APPLICATION_JSON);
    }
}
</code></pre>

<p>and endpoint with</p>

<pre><code>@RequestMapping(method = RequestMethod.GET)
</code></pre>

<p>then calling the endpoint</p>

<pre><code>GET https://localhost:8080/endpoint.xml
</code></pre>

<p>returns <code>xml</code> output and HTTP <code>200</code> instead of HTTP <code>406</code>.</p>
"
322,"[""java"",""maven"",""intellij-idea"",""kotlin"",""java-9""]",75843,611,217420,dax,true,16166,10,28,1733881967,1543314043,53497454,IntelliJ IDEA Ultimate 2018.3 thinks my Java 9 Project is a Kotlin Project,"<p>I have an IntelliJ project composing several subprojects which are all Java 9 modules. I use Maven as a build system. My project has no ""Facets"". My run configuration looks like this:
<a href=""https://i.sstatic.net/yu80J.png"" rel=""noreferrer""><img src=""https://i.sstatic.net/yu80J.png"" alt=""Run Configuration""></a></p>

<p>My project settings look like this:
<a href=""https://i.sstatic.net/kb0cS.png"" rel=""noreferrer""><img src=""https://i.sstatic.net/kb0cS.png"" alt=""Project Settings""></a></p>

<p>I can build everything with Maven just fine. However, when I try to compile with IntelliJ, it somehow thinks that my project is a Kotlin project and can't compile it:</p>

<p><a href=""https://i.sstatic.net/JuFid.png"" rel=""noreferrer""><img src=""https://i.sstatic.net/JuFid.png"" alt=""Error message""></a></p>

<blockquote>
  <p>Error:Kotlin: The Kotlin standard library is not found in the module graph. Please ensure you have the 'requires kotlin.stdlib' clause in your module definition</p>
</blockquote>

<p>Has anyone any idea how to fix this? I already tried deleting the run configuration and recreated it. This fixes the problem for some time, but then it reappears randomly.</p>
"
323,"[""java""]",3293279,71,2771077,user2771077,true,261,4,-2,1733880453,1379641704,18907688,Java: Initializing error for temperature Celsius to Fahrenheit,"<p>I keep getting an <strong>initializing error for <code>fdeg</code>.</strong> Im trying just to show a table that converts Celsius to Fahrenheit.</p>

<p>my code:</p>

<pre><code>public class TempTable
{
   public static void main(String[] args)
   {

      double cdeg;
      double fdeg;

        System.out.println(""Fahrenheit"" +""\t"" + ""Celsius"");
        System.out.println(""-------------------------"");

      for ( cdeg = 0;  fdeg &lt;= 20;  cdeg++) 
        {
                fdeg = 1.8 * cdeg + 32;

            System.out.printf( ""    %3d C = %5.1f F\n"", cdeg, fdeg );
       }
    }    
}
</code></pre>
"
324,"[""java"",""kotlin"",""android-studio"",""maven"",""build.gradle""]",24732350,73,18620172,Ahsan Murtaza,false,30,1,0,1733880288,1732210198,79212328,"How to integrate third-party libraries from mvnrepository.com in Android project with Gradle 8.7, AGP 8.5, Kotlin 1.9.0, and JVM 17?","<p>I am working on an Android project using the following setup:</p>
<ul>
<li>Gradle version: 8.7</li>
<li>Android Gradle Plugin (AGP) version: 8.5</li>
<li>Kotlin version: 1.9.0</li>
<li>JVM version: 17.0.9 jbr</li>
<li>Android Studio 24.1.1</li>
<li>SDK Android 14</li>
</ul>
<p>I need to integrate third-party libraries that are hosted on mvnrepository.com into my project. However, I am facing an issue because the jcenter() method is deprecated. I have been using the maven { url 'https://repo1.maven.org/maven2' } repository configuration, but it no longer works correctly.</p>
<p>Here are the steps I have followed:</p>
<p>I added mavenCentral() and maven { url 'https://repo.maven.apache.org/maven2' } in the repositories block in the build.gradle file.
I tried specifying the dependency directly in the dependencies block but faced issues with the deprecated jcenter() method.
Can anyone guide me on properly integrating third-party libraries from mvnrepository.com with this new setup and avoid issues with deprecated methods?</p>
<p>Here is the relevant part of my build.gradle (project level) file:</p>
<pre><code>pluginManagement {
repositories {
    google()
    mavenCentral()
    gradlePluginPortal()
}  
</code></pre>
<p>}</p>
<pre><code>dependencyResolutionManagement {
repositoriesMode.set(RepositoriesMode.FAIL_ON_PROJECT_REPOS)
repositories {
    google()
    mavenCentral() // Is this enough for mvnrepository dependencies?
    maven { url 'https://repo.maven.apache.org/maven2' } // Should I still use this, or is there a new approach?
}
}
</code></pre>
<p>I've already tried clearing caches and syncing the project, but the dependencies still aren't resolving correctly.</p>
<p>What I need help with:</p>
<ol>
<li>How to properly add third-party libraries from mvnrepository.com in this setup.</li>
<li>If any additional configuration is required due to the deprecation of jcenter().</li>
<li>If there are other considerations specific to the combination of Gradle 8.7, AGP 8.5, Kotlin 1.9.0, and JVM 21.</li>
</ol>
<p>Thanks!</p>
"
325,"[""java"",""arrays"",""arraylist"",""collections""]",12356230,29,9012431,rdk,false,10694,6,0,1733879290,1535774921,52124778,Odd number Sequence Replaced by Count,"<p>I am working on java Program</p>

<p>here is program Question:
Consider Java Program. 
It reads integers from the standard input (until it gets a negative number) and 
puts them into an array. 
After that it calls processArray on the array, 
and then prints the contents of the array on standard output.
in program any sequence of two or more consecutive 
odd numbers in the array are removed from the array and replaced by a single number representing the length of that sequence. The processArray function/method should modify the array in-place (preferably without creating a new array), and it should return the new length of the modified array.</p>

<p>For example, if these numbers were provided on the standard input:</p>

<pre><code>222
3
35
62
124
61
29
375
66
7
-1
</code></pre>

<p>Then the program should print:</p>

<pre><code>222
2
62
124
3
66
7
</code></pre>

<p>Note that the sequence 3, 35 has been replaced by 2 and the sequence 61, 29, 375 has been replaced by 3. </p>

<p><strong>here is my code</strong>:</p>

<pre><code>import java.util.*;
import java.io.*;

public class Main {
    public static int processArray(ArrayList&lt;Integer&gt; array) {
        ListIterator&lt;Integer&gt;iterator=array.listIterator();
        while (iterator.hasNext()) {
            Integer integer = (Integer) iterator.next();
            int count=0;
            if (integer%2!=0) {
                count=count++;
                iterator.remove();
                continue;
            }
            if(integer==-1)
                break;
            else
                iterator.previous();
            iterator.add(count);
            iterator.next();


        }

        return array.size();
    }

    public static void main (String[] args) {
        ArrayList&lt;Integer&gt; arrayList = new ArrayList&lt;Integer&gt;();
        Scanner in = new Scanner(System.in);
        while(in.hasNextInt()) {
            int num = in.nextInt();
            if (num &lt; 0) 
                break;
            arrayList.add(new Integer(num));
        }
        int new_length = processArray(arrayList);
        for(int i=0; i&lt;new_length; i++)
            System.out.println(arrayList.get(i));
    }
}
</code></pre>

<p>My Logic Not Working Properly help to improve logic</p>
"
